 Resonance parameters for I=3/2 states are printed-out in this file in the following format:
 Q2[GeV^2], W[GeV], Res.-name, Mass[GeV], Gamma_total[GeV], Gamma_Pion[GeV] 
 ---------------------------------------------------
    3.000000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    3.000000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    3.000000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    3.000000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    3.000000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    3.000000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    3.000000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    3.000000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    3.000000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    3.000000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    3.000000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    3.000000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    3.000000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    3.000000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    3.000000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    3.000000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    3.000000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    3.000000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    3.000000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    3.000000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    3.000000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    3.000000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    3.000000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    3.000000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    3.000000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    3.000000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    4.160000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    4.160000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    4.160000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    4.160000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    4.160000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    4.160000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    4.160000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    4.160000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    4.160000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    4.160000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    4.160000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    4.160000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    4.160000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    4.160000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    4.160000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    4.160000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    4.160000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    4.160000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    4.160000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    4.160000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    4.160000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    4.160000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    4.160000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    4.160000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    4.160000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    4.160000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    0.400000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    0.400000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    0.400000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    0.400000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    0.400000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    0.400000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    0.400000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    0.400000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    0.400000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    0.400000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    0.400000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    0.400000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    0.400000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    0.400000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    0.400000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    0.400000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    0.400000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    0.400000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    0.400000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    0.400000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    0.400000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    0.400000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    0.400000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    0.400000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    0.400000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    0.400000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    0.750000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    0.750000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    0.750000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    0.750000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    0.750000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    0.750000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    0.750000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    0.750000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    0.750000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    0.750000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    0.750000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    0.750000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    0.750000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    0.750000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    0.750000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    0.750000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    0.750000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    0.750000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    0.750000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    0.750000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    0.750000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    0.750000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    0.750000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    0.750000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    0.750000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    0.750000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    1.450000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    1.450000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    1.450000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    1.450000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    1.450000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    1.450000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    1.450000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    1.450000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    1.450000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    1.450000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    1.450000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    1.450000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    1.450000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    1.450000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    1.450000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    1.450000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    1.450000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    1.450000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    1.450000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    1.450000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    1.450000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    1.450000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    1.450000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    1.450000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    1.450000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    1.450000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    3.000000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    3.000000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    3.000000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    3.000000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    3.000000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    3.000000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    3.000000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    3.000000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    3.000000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    3.000000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    3.000000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    3.000000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    3.000000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    3.000000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    3.000000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    3.000000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    3.000000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    3.000000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    3.000000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    3.000000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    3.000000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    3.000000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    3.000000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    3.000000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    3.000000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    3.000000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    4.160000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    4.160000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    4.160000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    4.160000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    4.160000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    4.160000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    4.160000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    4.160000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    4.160000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    4.160000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    4.160000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    4.160000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    4.160000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    4.160000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    4.160000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    4.160000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    4.160000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    4.160000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    4.160000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    4.160000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    4.160000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    4.160000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    4.160000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    4.160000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    4.160000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    4.160000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    0.400000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    0.400000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    0.400000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    0.400000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    0.400000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    0.400000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    0.400000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    0.400000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    0.400000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    0.400000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    0.400000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    0.400000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    0.400000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    0.400000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    0.400000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    0.400000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    0.400000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    0.400000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    0.400000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    0.400000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    0.400000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    0.400000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    0.400000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    0.400000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    0.400000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    0.400000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    0.750000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    0.750000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    0.750000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    0.750000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    0.750000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    0.750000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    0.750000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    0.750000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    0.750000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    0.750000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    0.750000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    0.750000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    0.750000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    0.750000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    0.750000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    0.750000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    0.750000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    0.750000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    0.750000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    0.750000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    0.750000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    0.750000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    0.750000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    0.750000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    0.750000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    0.750000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    1.450000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    1.450000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    1.450000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    1.450000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    1.450000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    1.450000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    1.450000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    1.450000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    1.450000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    1.450000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    1.450000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    1.450000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    1.450000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    1.450000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    1.450000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    1.450000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    1.450000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    1.450000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    1.450000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    1.450000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    1.450000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    1.450000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    1.450000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    1.450000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    1.450000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    1.450000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    3.000000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    3.000000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    3.000000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    3.000000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    3.000000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    3.000000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    3.000000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    3.000000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    3.000000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    3.000000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    3.000000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    3.000000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    3.000000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    3.000000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    3.000000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    3.000000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    3.000000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    3.000000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    3.000000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    3.000000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    3.000000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    3.000000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    3.000000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    3.000000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    3.000000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    3.000000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    4.160000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    4.160000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    4.160000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    4.160000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    4.160000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    4.160000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    4.160000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    4.160000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    4.160000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    4.160000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    4.160000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    4.160000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    4.160000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    4.160000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    4.160000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    4.160000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    4.160000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    4.160000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    4.160000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    4.160000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    4.160000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    4.160000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    4.160000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    4.160000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    4.160000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    4.160000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    0.400000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    0.400000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    0.400000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    0.400000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    0.400000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    0.400000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    0.400000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    0.400000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    0.400000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    0.400000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
    0.400000    1.230000     P31(1910)        1.9099999666        0.0050634020        0.0050389888
    0.400000    1.230000     D33(1940)        1.9400000572        0.0000388398        0.0000381528
    0.400000    1.230000     F35(2000)        2.0000000000        0.0000124189        0.0000123813
 ---------------------------------------------------
    0.400000    1.530000     P33(1232)        1.2319999933        0.2875677645        0.3571255803
    0.400000    1.530000     D33(1700)        1.7000000477        0.1074941233        0.0232848134
    0.400000    1.530000     F37(1950)        1.9299999475        0.0413826294        0.0251581166
    0.400000    1.530000     P33(1600)        1.6000000238        0.2433601171        0.0570755117
    0.400000    1.530000     S31(1620)        1.6299999952        0.1068412364        0.0315067507
    0.400000    1.530000     F35(1905)        1.9049999714        0.0392678082        0.0074518034
    0.400000    1.530000     D35(1930)        1.9299999475        0.0584962703        0.0123381019
    0.400000    1.530000     P31(1925)        1.9249999523        0.0735149682        0.0013058214
    0.400000    1.530000     S31(1900)        1.8999999762        0.0869832039        0.0169721842
    0.400000    1.530000     P33(1920)        1.9199999571        0.0552626625        0.0140283955
    0.400000    1.530000     P31(1910)        1.9099999666        0.0998342186        0.0280196704
    0.400000    1.530000     D33(1940)        1.9400000572        0.0295314863        0.0005762281
    0.400000    1.530000     F35(2000)        2.0000000000        0.0231900141        0.0005079070
 ---------------------------------------------------
    0.750000    1.230000     P33(1232)        1.2319999933        0.1164214388        0.1162324399
    0.750000    1.230000     D33(1700)        1.7000000477        0.0015437145        0.0015417166
    0.750000    1.230000     F37(1950)        1.9299999475        0.0006133101        0.0006132832
    0.750000    1.230000     P33(1600)        1.6000000238        0.0103276484        0.0102643203
    0.750000    1.230000     S31(1620)        1.6299999952        0.0157567374        0.0153897898
    0.750000    1.230000     F35(1905)        1.9049999714        0.0001817065        0.0001816538
    0.750000    1.230000     D35(1930)        1.9299999475        0.0008180159        0.0008169208
    0.750000    1.230000     P31(1925)        1.9249999523        0.0002593833        0.0002348357
    0.750000    1.230000     S31(1900)        1.8999999762        0.0086312536        0.0082902359
    0.750000    1.230000     P33(1920)        1.9199999571        0.0025368494        0.0025228318
